OBJECT_COUNT,MS
0,0.071817
0,0.071817
0,0.071817
0,0.071817
0,0.071817
0,0.071817
0,0.071817
0,0.071817
0,0.071817
20,0.071817
20,0.071817
20,0.071817
40,0.071817
60,0.071817
60,0.071817
60,0.071817
60,0.071817
80,0.071817
80,0.071817
80,0.071817
160,0.071817
220,0.071817
220,0.071817
240,0.071817
240,0.071817
260,0.071817
280,0.071817
280,0.071817
300,0.071817
300,0.071817
320,0.071817
320,0.071817
340,0.071817
340,0.071817
360,0.048553
380,0.048553
380,0.048553
380,0.048553
400,0.048553
420,0.048553
420,0.048553
440,0.048553
440,0.048553
460,0.048553
460,0.048553
480,0.048553
480,0.048553
500,0.048553
520,0.048553
520,0.048553
540,0.048553
540,0.048553
560,0.048553
560,0.048553
580,0.048553
580,0.048553
600,0.048553
620,0.048553
620,0.048553
640,0.048553
640,0.048553
660,0.048553
680,0.048553
680,0.048553
700,0.048553
700,0.048553
720,0.048553
720,0.048553
740,0.048553
740,0.048553
760,0.048553
760,0.048553
780,0.048553
780,0.048553
800,0.048553
820,0.048553
820,0.048553
840,0.048553
840,0.048553
860,0.048553
880,0.048553
880,0.048553
900,0.048553
900,0.048553
920,0.048553
920,0.048553
940,0.048553
940,0.048553
960,0.048553
980,0.048553
980,0.048553
980,0.048553
1000,0.048553
1020,0.048553
1020,0.031415
1040,0.031415
1040,0.031415
1060,0.031415
1060,0.031415
1080,0.031415
1100,0.031415
1100,0.031415
1120,0.031415
1120,0.031415
1140,0.031415
1140,0.031415
1160,0.031415
1180,0.031415
1180,0.031415
1200,0.031415
1200,0.031415
1220,0.031415
1220,0.031415
1240,0.031415
1240,0.031415
1260,0.031415
1260,0.031415
1280,0.031415
1300,0.031415
1300,0.031415
1320,0.031415
1320,0.031415
1340,0.031415
1340,0.031415
1360,0.031415
1360,0.031415
1380,0.031415
1400,0.031415
1400,0.031415
1420,0.031415
1420,0.031415
1440,0.031415
1440,0.031415
1460,0.031415
1460,0.031415
1480,0.031415
1500,0.031415
1500,0.031415
1520,0.031415
1520,0.031415
1540,0.031415
1540,0.031415
1560,0.031415
1580,0.031415
1580,0.031415
1600,0.031415
1600,0.031415
1620,0.031415
1620,0.031415
1640,0.031415
1640,0.031415
1660,0.031415
1660,0.031415
1680,0.031415
1700,0.021372
1700,0.021372
1700,0.021372
1720,0.021372
1740,0.021372
1740,0.021372
1760,0.021372
1780,0.021372
1780,0.021372
1800,0.021372
1800,0.021372
1820,0.021372
1820,0.021372
1840,0.021372
1840,0.021372
1860,0.021372
1860,0.021372
1880,0.021372
1880,0.021372
1900,0.021372
1920,0.021372
1920,0.021372
1940,0.021372
1940,0.021372
1960,0.021372
1980,0.021372
1980,0.021372
1980,0.021372
2000,0.021372
2020,0.021372
2020,0.021372
2020,0.021372
2040,0.021372
2060,0.021372
2060,0.021372
2080,0.021372
2080,0.021372
2100,0.021372
2120,0.021372
2120,0.021372
2140,0.021372
2140,0.021372
2160,0.021372
2160,0.021372
2180,0.021372
2180,0.021372
2200,0.021372
2220,0.021372
2220,0.021372
2240,0.021372
2240,0.021372
2260,0.021372
2260,0.021372
2280,0.021372
2280,0.021372
2300,0.021372
2300,0.021372
2320,0.021372
2320,0.021372
2340,0.021372
2360,0.026423
2360,0.026423
2380,0.026423
2380,0.026423
2400,0.026423
2400,0.026423
2420,0.026423
2440,0.026423
2440,0.026423
2460,0.026423
2460,0.026423
2480,0.026423
2480,0.026423
2500,0.026423
2520,0.026423
2520,0.026423
2540,0.026423
2540,0.026423
2560,0.026423
2560,0.026423
2580,0.026423
2600,0.026423
2600,0.026423
2620,0.026423
2620,0.026423
2640,0.026423
2640,0.026423
2640,0.026423
2660,0.026423
2680,0.026423
2700,0.026423
2700,0.026423
2720,0.026423
2720,0.026423
2740,0.026423
2740,0.026423
2760,0.026423
2760,0.026423
2780,0.026423
2780,0.026423
2800,0.026423
2800,0.026423
2820,0.026423
2840,0.026423
2840,0.026423
2860,0.026423
2860,0.026423
2880,0.026423
2900,0.026423
2900,0.026423
2920,0.026423
2920,0.026423
2940,0.026423
2940,0.026423
2940,0.026423
2960,0.026423
2960,0.026423
2980,0.026423
2980,0.026423
3000,0.026423
3000,0.026423
3020,0.026423
3020,0.022652
3040,0.022652
3040,0.022652
3060,0.022652
3080,0.022652
3080,0.022652
3100,0.022652
3100,0.022652
3120,0.022652
3120,0.022652
3140,0.022652
3140,0.022652
3160,0.022652
3180,0.022652
3180,0.022652
3200,0.022652
3200,0.022652
3220,0.022652
3220,0.022652
3240,0.022652
3240,0.022652
3260,0.022652
3280,0.022652
3280,0.022652
3300,0.022652
3300,0.022652
3320,0.022652
3320,0.022652
3340,0.022652
3340,0.022652
3360,0.022652
3380,0.022652
3380,0.022652
3400,0.022652
3400,0.022652
3420,0.022652
3440,0.022652
3460,0.022652
3480,0.022652
3480,0.022652
3480,0.022652
3500,0.022652
3500,0.022652
3520,0.022652
3540,0.022652
3540,0.022652
3540,0.022652
3560,0.022652
3580,0.022652
3580,0.022652
3600,0.022652
3620,0.022652
3620,0.022652
3640,0.022652
3640,0.022652
3640,0.022652
3660,0.022652
3660,0.022652
3680,0.022652
3680,0.026892
3700,0.026892
3700,0.026892
3700,0.026892
3720,0.026892
3720,0.026892
3720,0.026892
3740,0.026892
3740,0.026892
3740,0.026892
3760,0.026892
3760,0.026892
3760,0.026892
3780,0.026892
3780,0.026892
3800,0.026892
3800,0.026892
3800,0.026892
3800,0.026892
3820,0.026892
3820,0.026892
3820,0.026892
3820,0.026892
3840,0.026892
3840,0.026892
3840,0.026892
3840,0.026892
3860,0.026892
3860,0.026892
3860,0.026892
3880,0.026892
3880,0.026892
3880,0.026892
3900,0.026892
3900,0.026892
3900,0.026892
3920,0.026892
3920,0.026892
3920,0.026892
3920,0.026892
3940,0.026892
3940,0.026892
3940,0.026892
3960,0.026892
3960,0.026892
3960,0.026892
3980,0.026892
3980,0.026892
3980,0.026892
3980,0.026892
4000,0.026892
4000,0.026892
4000,0.026892
4020,0.026892
4020,0.026892
4020,0.026892
4040,0.026892
4040,0.026892
4040,0.026892
4040,0.026892
4060,0.026892
4060,0.026892
4060,0.035357
4080,0.035357
4080,0.035357
4080,0.035357
4080,0.035357
4100,0.035357
4100,0.035357
4100,0.035357
4100,0.035357
4120,0.035357
4120,0.035357
4120,0.035357
4120,0.035357
4140,0.035357
4140,0.035357
4140,0.035357
4140,0.035357
4160,0.035357
4160,0.035357
4160,0.035357
4160,0.035357
4180,0.035357
4180,0.035357
4180,0.035357
4180,0.035357
4200,0.035357
4200,0.035357
4200,0.035357
4200,0.035357
4200,0.035357
4220,0.035357
4220,0.035357
4220,0.035357
4220,0.035357
4220,0.035357
4240,0.035357
4240,0.035357
4240,0.035357
4240,0.035357
4240,0.035357
4240,0.035357
4260,0.035357
4260,0.035357
4260,0.035357
4260,0.035357
4260,0.035357
4280,0.035357
4280,0.035357
4280,0.035357
4280,0.035357
4280,0.035357
4280,0.035357
4300,0.035357
4300,0.035357
4300,0.035357
4300,0.035357
4300,0.035357
4300,0.028255
4320,0.028255
4320,0.028255
4320,0.028255
4320,0.028255
4320,0.028255
4320,0.028255
4340,0.028255
4340,0.028255
4340,0.028255
4340,0.028255
4340,0.028255
4340,0.028255
4340,0.028255
4360,0.028255
4360,0.028255
4360,0.028255
4360,0.028255
4360,0.028255
4360,0.028255
4360,0.028255
4380,0.028255
4380,0.028255
4380,0.028255
4380,0.028255
4380,0.028255
4380,0.028255
4400,0.028255
4400,0.028255
4400,0.028255
4400,0.028255
4400,0.028255
4400,0.028255
4400,0.028255
4420,0.028255
4420,0.028255
4420,0.028255
4419,0.028255
4419,0.028255
4419,0.028255
4419,0.028255
4439,0.028255
4439,0.028255
4439,0.028255
4439,0.028255
4439,0.028255
4439,0.028255
4439,0.028255
4439,0.028255
4459,0.028255
4459,0.028255
4459,0.028255
4459,0.028255
4459,0.028255
4459,0.028255
4459,0.028255
4479,0.028255
4479,0.028255
4479,0.028255
4479,0.028255
4479,0.028255
4499,0.028255
4499,0.028255
4499,0.028255
4499,0.028255
4499,0.04768
4519,0.04768
4519,0.04768
4519,0.04768
4519,0.04768
4519,0.04768
4519,0.04768
4539,0.04768
4539,0.04768
4539,0.04768
4539,0.04768
4539,0.04768
4539,0.04768
4539,0.04768
4559,0.04768
4559,0.04768
4559,0.04768
4559,0.04768
4559,0.04768
4559,0.04768
4559,0.04768
4559,0.04768
4579,0.04768
4579,0.04768
4579,0.04768
4579,0.04768
4579,0.04768
4579,0.04768
4579,0.04768
4579,0.04768
4599,0.04768
4599,0.04768
4599,0.04768
4599,0.04768
4599,0.04768
4599,0.04768
4599,0.04768
4599,0.04768
4619,0.04768
4619,0.04768
4619,0.04768
4619,0.04768
4619,0.04768
4619,0.04768
4619,0.04768
4619,0.04768
4639,0.04768
4639,0.04768
4639,0.04768
4639,0.04768
4639,0.04768
4639,0.04768
4639,0.04768
4639,0.041478
4659,0.041478
4659,0.041478
4659,0.041478
4659,0.041478
4659,0.041478
4659,0.041478
4659,0.041478
4659,0.041478
4679,0.041478
4679,0.041478
4679,0.041478
4679,0.041478
4679,0.041478
4679,0.041478
4679,0.041478
4679,0.041478
4699,0.041478
4699,0.041478
4699,0.041478
4699,0.041478
4699,0.041478
4699,0.041478
4699,0.041478
4699,0.041478
4719,0.041478
4719,0.041478
4719,0.041478
4719,0.041478
4719,0.041478
4719,0.041478
4719,0.041478
4719,0.041478
4739,0.041478
4739,0.041478
4739,0.041478
4739,0.041478
4739,0.041478
4739,0.041478
4739,0.041478
4739,0.041478
4759,0.041478
4759,0.041478
4759,0.041478
4759,0.041478
4759,0.041478
4759,0.041478
4759,0.041478
4759,0.041478
4779,0.041478
4779,0.041478
4779,0.041478
4779,0.041478
4779,0.041478
4779,0.041478
4779,0.041478
4779,0.044385
4799,0.044385
4799,0.044385
4799,0.044385
4799,0.044385
4799,0.044385
4799,0.044385
4799,0.044385
4799,0.044385
4819,0.044385
4819,0.044385
4819,0.044385
4819,0.044385
4819,0.044385
4819,0.044385
4819,0.044385
4819,0.044385
4839,0.044385
4839,0.044385
4839,0.044385
4839,0.044385
4839,0.044385
4839,0.044385
4839,0.044385
4839,0.044385
4859,0.044385
4859,0.044385
4859,0.044385
4859,0.044385
4859,0.044385
4859,0.044385
4859,0.044385
4859,0.044385
4879,0.044385
4879,0.044385
4879,0.044385
4879,0.044385
4879,0.044385
4879,0.044385
4879,0.044385
4879,0.059654
4899,0.059654
4899,0.059654
4899,0.059654
4899,0.059654
4899,0.059654
4899,0.059654
4899,0.059654
4899,0.059654
4919,0.059654
4919,0.059654
4919,0.059654
4919,0.059654
4919,0.059654
4919,0.059654
4939,0.059654
4939,0.059654
4939,0.059654
4939,0.059654
4939,0.059654
4939,0.059654
4959,0.059654
4959,0.059654
4959,0.059654
4959,0.059654
4959,0.059654
4959,0.059654
4959,0.059654
4959,0.059654
4979,0.059654
4979,0.059654
4979,0.059654
4979,0.059654
4979,0.059654
4979,0.059654
4979,0.059654
4979,0.059654
4999,0.059654
4999,0.059654
4999,0.059654
4999,0.059654
4999,0.059654
4999,0.059654
4999,0.059654
4999,0.059654
5019,0.059654
5019,0.059654
5019,0.059654
5018,0.059654
5018,0.059654
5018,0.059654
5018,0.059654
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5018,0.068783
5019,0.068783
5019,0.068783
5019,0.068783
5019,0.068783
5019,0.068783
5019,0.068783
5019,0.068783
5019,0.068783
5019,0.068783
5019,0.068783
5019,0.068783
5019,0.068783
5019,0.068783
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.056377
5019,0.040989
5019,0.040989
5019,0.040989
5019,0.040989
5019,0.040989
5019,0.040989
5019,0.040989
5019,0.040989
5019,0.040989
5019,0.040989
5019,0.040989
5019,0.040989
5019,0.040989
5019,0.040989
5019,0.040989
5019,0.040989
5019,0.040989
5019,0.040989
5019,0.040989
